date_saved,county,county_population,partially_covered,rate_partially_covered,fully_covered,rate_fully_covered,date_updated
2021-09-20,Berks,421164,22840,,201972,,2021-09-17
2021-09-20,Blair,121829,4771,,51060,,2021-09-17
2021-09-20,Bradford,60323,1770,,19786,,2021-09-17
2021-09-20,Bucks,628270,38955,,328987,,2021-09-17
2021-09-20,Butler,187853,7312,,99779,,2021-09-17
2021-09-20,Cambria,130192,5557,,59217,,2021-09-17
2021-09-20,Cameron,4447,219,,2095,,2021-09-17
2021-09-20,Carbon,64182,3103,,32415,,2021-09-17
2021-09-20,Centre,162385,6524,,82019,,2021-09-17
2021-09-20,Chester,524989,37824,,305955,,2021-09-17
2021-09-20,Clarion,38438,1368,,14248,,2021-09-17
2021-09-20,Clearfield,79255,2496,,33200,,2021-09-17
2021-09-20,Clinton,38632,1369,,14472,,2021-09-17
2021-09-20,Columbia,64964,2519,,32485,,2021-09-17
2021-09-20,Crawford,84629,2913,,34294,,2021-09-17
2021-09-20,Cumberland,253370,18069,,130878,,2021-09-17
2021-09-20,Dauphin,278299,14801,,138069,,2021-09-17
2021-09-20,Delaware,566747,33158,,294465,,2021-09-17
2021-09-20,Elk,29910,1253,,14448,,2021-09-17
2021-09-20,Erie,269728,10810,,134216,,2021-09-17
2021-09-20,Fayette,129274,5156,,59048,,2021-09-17
2021-09-20,Forest,7247,235,,4708,,2021-09-17
2021-09-20,Franklin,155027,5069,,54966,,2021-09-17
2021-09-20,Fulton,14530,270,,3552,,2021-09-17
2021-09-20,Greene,36233,1352,,14133,,2021-09-17
2021-09-20,Huntingdon,45144,1440,,18544,,2021-09-17
2021-09-20,Indiana,84073,3093,,31564,,2021-09-17
2021-09-20,Jefferson,43425,1619,,17612,,2021-09-17
2021-09-20,Juniata,24763,619,,8388,,2021-09-17
2021-09-20,Lackawanna,209674,10633,,122988,,2021-09-17
2021-09-20,Lancaster,545724,20841,,263920,,2021-09-17
2021-09-20,Lawrence,85512,4062,,36467,,2021-09-17
2021-09-20,Lebanon,141793,5197,,60987,,2021-09-17
2021-09-20,Lehigh,369318,20664,,220602,,2021-09-17
2021-09-20,Luzerne,317417,14803,,166647,,2021-09-17
2021-09-20,Lycoming,113299,4544,,49036,,2021-09-17
2021-09-20,Mckean,40625,2930,,14431,,2021-09-17
2021-09-20,Mercer,109424,4123,,47431,,2021-09-17
2021-09-20,Mifflin,46138,1445,,18339,,2021-09-17
2021-09-20,Monroe,170271,8114,,80525,,2021-09-17
2021-09-20,Montgomery,830915,59547,,442848,,2021-09-17
2021-09-20,Montour,18230,789,,11772,,2021-09-17
2021-09-20,Northampton,305285,16642,,173122,,2021-09-17
2021-09-20,Northumberland,90843,3409,,43668,,2021-09-17
2021-09-20,Perry,46272,2294,,18198,,2021-09-17
2021-09-20,Philadelphia,1584064,34395,,127199,,2021-09-17
2021-09-20,Pike,55809,3895,,23935,,2021-09-17
2021-09-20,Potter,16526,721,,4751,,2021-09-17
2021-09-20,Schuylkill,141359,6316,,70350,,2021-09-17
2021-09-20,Snyder,40372,1170,,14502,,2021-09-17
2021-09-20,Somerset,73447,3116,,29064,,2021-09-17
2021-09-20,Sullivan,6066,524,,2729,,2021-09-17
2021-09-20,Susquehanna,40328,1195,,14411,,2021-09-17
2021-09-20,Tioga,40591,1497,,14725,,2021-09-17
2021-09-20,Union,44923,1362,,18469,,2021-09-17
2021-09-20,Venango,50668,2139,,19234,,2021-09-17
2021-09-20,Warren,39191,2392,,14861,,2021-09-17
2021-09-20,Washington,206865,10939,,107608,,2021-09-17
2021-09-20,Wayne,51361,2772,,24652,,2021-09-17
2021-09-20,Westmoreland,348899,16195,,171128,,2021-09-17
2021-09-20,Wyoming,26794,1254,,13403,,2021-09-17
2021-09-20,York,449058,17667,,207301,,2021-09-17
2021-09-20,Out-of-State,0,112790,,358234,,2021-09-17
2021-09-27,Adams,103009,3493,,43851,,2021-09-23
2021-09-27,Allegheny,1216045,67976,,715273,,2021-09-23
2021-09-27,Armstrong,64735,2619,,32677,,2021-09-23
2021-09-27,Beaver,163929,7011,,75518,,2021-09-23
2021-09-27,Bedford,47888,1423,,15068,,2021-09-23
2021-09-27,Berks,421164,22567,,203456,,2021-09-23
2021-09-27,Blair,121829,4654,,51504,,2021-09-23
2021-09-27,Bradford,60323,1757,,19999,,2021-09-23
2021-09-27,Bucks,628270,38361,,331412,,2021-09-23
2021-09-27,Butler,187853,7178,,100468,,2021-09-23
2021-09-27,Cambria,130192,5323,,59838,,2021-09-23
2021-09-27,Cameron,4447,214,,2114,,2021-09-23
2021-09-27,Carbon,64182,3027,,32697,,2021-09-23
2021-09-27,Centre,162385,6390,,82479,,2021-09-23
2021-09-27,Chester,524989,36208,,307689,,2021-09-23
2021-09-27,Clarion,38438,1370,,14328,,2021-09-23
2021-09-27,Clearfield,79255,2457,,33441,,2021-09-23
2021-09-27,Clinton,38632,1313,,14635,,2021-09-23
2021-09-27,Columbia,64964,2375,,32879,,2021-09-23
2021-09-27,Crawford,84629,2920,,34527,,2021-09-23
2021-09-27,Cumberland,253370,17746,,131959,,2021-09-23
2021-09-27,Dauphin,278299,14626,,139209,,2021-09-23
2021-09-27,Delaware,566747,32209,,296193,,2021-09-23
2021-09-27,Elk,29910,1310,,14535,,2021-09-23
2021-09-27,Erie,269728,10717,,135082,,2021-09-23
2021-09-27,Fayette,129274,5113,,59576,,2021-09-23
2021-09-27,Forest,7247,222,,4731,,2021-09-23
2021-09-27,Franklin,155027,5013,,55635,,2021-09-23
2021-09-27,Fulton,14530,297,,3598,,2021-09-23
2021-09-27,Greene,36233,1352,,14222,,2021-09-23
2021-09-27,Huntingdon,45144,1435,,18718,,2021-09-23
2021-09-27,Indiana,84073,3044,,31824,,2021-09-23
2021-09-27,Jefferson,43425,1587,,17736,,2021-09-23
2021-09-27,Juniata,24763,598,,8471,,2021-09-23
2021-09-27,Lackawanna,209674,10455,,123835,,2021-09-23
2021-09-27,Lancaster,545724,20541,,265651,,2021-09-23
2021-09-27,Lawrence,85512,3976,,36840,,2021-09-23
2021-09-27,Lebanon,141793,5126,,61445,,2021-09-23
2021-09-27,Lehigh,369318,20113,,222564,,2021-09-23
2021-09-27,Luzerne,317417,14421,,168132,,2021-09-23
2021-09-27,Lycoming,113299,4418,,49571,,2021-09-23
2021-09-27,Mckean,40625,2875,,14585,,2021-09-23
2021-09-27,Mercer,109424,4051,,47755,,2021-09-23
2021-09-27,Mifflin,46138,1409,,18542,,2021-09-23
2021-09-27,Monroe,170271,7938,,81342,,2021-09-23
2021-09-27,Montgomery,830915,58481,,445605,,2021-09-23
2021-09-27,Montour,18230,731,,11911,,2021-09-23
2021-09-27,Northampton,305285,16206,,174518,,2021-09-23
2021-09-27,Northumberland,90843,3154,,44271,,2021-09-23
2021-09-27,Perry,46272,2242,,18337,,2021-09-23
2021-09-27,Philadelphia,1584064,34676,,129091,,2021-09-23
2021-09-27,Pike,55809,3881,,24141,,2021-09-23
2021-09-27,Potter,16526,730,,4808,,2021-09-23
2021-09-27,Schuylkill,141359,6177,,70963,,2021-09-23
2021-09-27,Snyder,40372,1128,,14662,,2021-09-23
2021-09-27,Somerset,73447,3038,,29295,,2021-09-23
2021-09-27,Sullivan,6066,508,,2767,,2021-09-23
2021-09-27,Susquehanna,40328,1164,,14532,,2021-09-23
2021-09-27,Tioga,40591,1505,,14818,,2021-09-23
2021-09-27,Union,44923,1270,,18671,,2021-09-23
2021-09-27,Venango,50668,1985,,19542,,2021-09-23
2021-09-27,Warren,39191,2409,,14994,,2021-09-23
2021-09-27,Washington,206865,10775,,108463,,2021-09-23
2021-09-27,Wayne,51361,2766,,24847,,2021-09-23
2021-09-27,Westmoreland,348899,15831,,172232,,2021-09-23
2021-09-27,Wyoming,26794,1246,,13534,,2021-09-23
2021-09-27,York,449058,17398,,209176,,2021-09-23
2021-09-27,Out-of-State,0,113166,,361286,,2021-09-23
2021-10-04,Mckean,40625,2941,,14783,,2021-09-28
2021-10-04,Philadelphia,1584064,39840,,131980,,2021-09-28
2021-10-04,Franklin,155027,5138,,56599,,2021-09-28
2021-10-04,Blair,121829,4720,,51969,,2021-09-28
2021-10-04,Wyoming,26794,1232,,13723,,2021-09-28
2021-10-04,Sullivan,6066,492,,2806,,2021-09-28
2021-10-04,Lehigh,369318,19767,,225363,,2021-09-28
2021-10-04,Lancaster,545724,20626,,268758,,2021-09-28
2021-10-04,Huntingdon,45144,1536,,18961,,2021-09-28
2021-10-04,Carbon,64182,2997,,33034,,2021-09-28
2021-10-04,Perry,46272,2286,,18584,,2021-09-28
2021-10-04,Union,44923,1234,,18946,,2021-09-28
2021-10-04,Washington,206865,11131,,109737,,2021-09-28
2021-10-04,Montour,18230,694,,12054,,2021-09-28
2021-10-04,Mercer,109424,4268,,48330,,2021-09-28
2021-10-04,Lebanon,141793,5249,,62250,,2021-09-28
2021-10-04,Luzerne,317417,14407,,170299,,2021-09-28
2021-10-04,Jefferson,43425,1591,,17953,,2021-09-28
2021-10-04,Schuylkill,141359,6022,,71865,,2021-09-28
2021-10-04,Chester,524989,37281,,310830,,2021-09-28
2021-10-04,Northumberland,90843,2896,,44996,,2021-09-28
2021-10-04,Elk,29910,1276,,14743,,2021-09-28
2021-10-04,Fulton,14530,357,,3651,,2021-09-28
2021-10-04,Cameron,4447,237,,2130,,2021-09-28
2021-10-04,Out-of-State,0,115802,,350853,,2021-09-28
2021-10-04,Monroe,170271,7909,,82496,,2021-09-28
2021-10-04,Adams,103009,3523,,44476,,2021-09-28
2021-10-04,Potter,16526,734,,4902,,2021-09-28
2021-10-04,Westmoreland,348899,16213,,174189,,2021-09-28
2021-10-04,Clearfield,79255,2462,,33787,,2021-09-28
2021-10-04,Tioga,40591,1539,,15013,,2021-09-28
2021-10-04,Beaver,163929,7293,,76445,,2021-09-28
2021-10-04,Venango,50668,2090,,19799,,2021-09-28
2021-10-04,Lackawanna,209674,10529,,125036,,2021-09-28
2021-10-04,Cambria,130192,5339,,60627,,2021-09-28
2021-10-04,Berks,421164,22827,,206322,,2021-09-28
2021-10-04,Snyder,40372,1065,,14871,,2021-09-28
2021-10-04,Northampton,305285,16000,,176454,,2021-09-28
2021-10-04,Mifflin,46138,1342,,18857,,2021-09-28
2021-10-04,Juniata,24763,577,,8577,,2021-09-28
2021-10-04,Lycoming,113299,4304,,50371,,2021-09-28
2021-10-04,Armstrong,64735,2663,,33074,,2021-09-28
2021-10-04,Bradford,60323,1866,,20294,,2021-09-28
2021-10-04,Cumberland,253370,18056,,133692,,2021-09-28
2021-10-04,Clarion,38438,1378,,14513,,2021-09-28
2021-10-04,Fayette,129274,5484,,60293,,2021-09-28
2021-10-04,Wayne,51361,2799,,25115,,2021-09-28
2021-10-04,Indiana,84073,3054,,32223,,2021-09-28
2021-10-04,Clinton,38632,1308,,14829,,2021-09-28
2021-10-04,Dauphin,278299,15060,,140968,,2021-09-28
2021-10-04,Erie,269728,11596,,136425,,2021-09-28
2021-10-04,Lawrence,85512,3968,,37465,,2021-09-28
2021-10-04,Montgomery,830915,61312,,450662,,2021-09-28
2021-10-04,Pike,55809,3955,,24439,,2021-09-28
2021-10-04,Greene,36233,1433,,14355,,2021-09-28
2021-10-04,Delaware,566747,34703,,299327,,2021-09-28
2021-10-04,Bucks,628270,40385,,335795,,2021-09-28
2021-10-04,York,449058,17623,,212023,,2021-09-28
2021-10-04,Butler,187853,7402,,101617,,2021-09-28
2021-10-04,Bedford,47888,1422,,15273,,2021-09-28
2021-10-04,Centre,162385,6368,,83355,,2021-09-28
2021-10-04,Columbia,64964,2187,,33400,,2021-09-28
2021-10-04,Crawford,84629,3113,,34986,,2021-09-28
2021-10-04,Susquehanna,40328,1164,,14693,,2021-09-28
2021-10-04,Somerset,73447,3034,,29686,,2021-09-28
2021-10-04,Warren,39191,2407,,15208,,2021-09-28
2021-10-04,Allegheny,1216045,70664,,721242,,2021-09-28
2021-10-04,Forest,7247,235,,4757,,2021-09-28
2021-10-11,Snyder,40372,1045,,14957,,2021-09-28
2021-10-11,Delaware,566747,35801,,302317,,2021-09-28
2021-10-11,Centre,162385,6449,,83692,,2021-09-28
2021-10-11,Clearfield,79255,2471,,33933,,2021-09-28
2021-10-11,Bedford,47888,1404,,15352,,2021-09-28
2021-10-11,Wayne,51361,2824,,25215,,2021-09-28
2021-10-11,Butler,187853,7603,,102068,,2021-09-28
2021-10-11,Chester,524989,37822,,312458,,2021-09-28
2021-10-11,Union,44923,1234,,19044,,2021-09-28
2021-10-11,Columbia,64964,2131,,33604,,2021-09-28
2021-10-11,Susquehanna,40328,1185,,14740,,2021-09-28
2021-10-11,Westmoreland,348899,16492,,175054,,2021-09-28
2021-10-11,Erie,269728,11930,,137098,,2021-09-28
2021-10-11,Potter,16526,741,,4947,,2021-09-28
2021-10-11,Clinton,38632,1323,,14930,,2021-09-28
2021-10-11,Forest,7247,245,,4764,,2021-09-28
2021-10-11,Tioga,40591,1548,,15115,,2021-09-28
2021-10-11,York,449058,17942,,213403,,2021-09-28
2021-10-11,Elk,29910,1266,,14823,,2021-09-28
2021-10-11,Franklin,155027,5175,,57087,,2021-09-28
2021-10-11,Venango,50668,2199,,19912,,2021-09-28
2021-10-11,Montgomery,830915,62713,,454094,,2021-09-28
2021-10-11,Mckean,40625,2945,,14855,,2021-09-28
2021-10-11,Fayette,129274,5702,,60704,,2021-09-28
2021-10-11,Cameron,4447,233,,2142,,2021-09-28
2021-10-11,Perry,46272,2288,,18706,,2021-09-28
2021-10-11,Luzerne,317417,14348,,171277,,2021-09-28
2021-10-11,Huntingdon,45144,1542,,19077,,2021-09-28
2021-10-11,Mifflin,46138,1300,,18984,,2021-09-28
2021-10-11,Pike,55809,3989,,24553,,2021-09-28
2021-10-11,Armstrong,64735,2689,,33283,,2021-09-28
2021-10-11,Indiana,84073,3042,,32421,,2021-09-28
2021-10-11,Beaver,163929,7485,,76978,,2021-09-28
2021-10-11,Northampton,305285,15865,,177380,,2021-09-28
2021-10-11,Montour,18230,667,,12145,,2021-09-28
2021-10-11,Warren,39191,2412,,15292,,2021-09-28
2021-10-11,Allegheny,1216045,72348,,724015,,2021-09-28
2021-10-11,Blair,121829,4703,,52211,,2021-09-28
2021-10-11,Bradford,60323,1883,,20427,,2021-09-28
2021-10-11,Clarion,38438,1393,,14581,,2021-09-28
2021-10-11,Dauphin,278299,15308,,141807,,2021-09-28
2021-10-11,Lycoming,113299,4357,,50705,,2021-09-28
2021-10-11,Lehigh,369318,19544,,226666,,2021-09-28
2021-10-11,Crawford,84629,3197,,35155,,2021-09-28
2021-10-11,Lackawanna,209674,10533,,125603,,2021-09-28
2021-10-11,Out-of-State,0,118301,,354919,,2021-09-28
2021-10-11,Washington,206865,11374,,110379,,2021-09-28
2021-10-11,Cambria,130192,5396,,60942,,2021-09-28
2021-10-11,Bucks,628270,40760,,338838,,2021-09-28
2021-10-11,Fulton,14530,360,,3687,,2021-09-28
2021-10-11,Lawrence,85512,3969,,37711,,2021-09-28
2021-10-11,Greene,36233,1482,,14429,,2021-09-28
2021-10-11,Somerset,73447,3002,,29864,,2021-09-28
2021-10-11,Berks,421164,22666,,207848,,2021-09-28
2021-10-11,Jefferson,43425,1571,,18049,,2021-09-28
2021-10-11,Schuylkill,141359,5925,,72343,,2021-09-28
2021-10-11,Mercer,109424,4380,,48612,,2021-09-28
2021-10-11,Monroe,170271,7822,,83079,,2021-09-28
2021-10-11,Sullivan,6066,483,,2825,,2021-09-28
2021-10-11,Lebanon,141793,5261,,62660,,2021-09-28
2021-10-11,Carbon,64182,2937,,33259,,2021-09-28
2021-10-11,Wyoming,26794,1241,,13804,,2021-09-28
2021-10-11,Lancaster,545724,20779,,270198,,2021-09-28
2021-10-11,Cumberland,253370,18277,,134582,,2021-09-28
2021-10-11,Northumberland,90843,2806,,45292,,2021-09-28
2021-10-11,Juniata,24763,560,,8634,,2021-09-28
2021-10-11,Adams,103009,3542,,44773,,2021-09-28
2021-10-11,Philadelphia,1584064,54780,,141563,,2021-09-28
2021-10-18,Clearfield,79255,2488,,34147,,2021-09-28
2021-10-18,Union,44923,1243,,19165,,2021-09-28
2021-10-18,Somerset,73447,2974,,30086,,2021-09-28
2021-10-18,Lackawanna,209674,10575,,126354,,2021-09-28
2021-10-18,Pike,55809,3978,,24743,,2021-09-28
2021-10-18,Greene,36233,1516,,14531,,2021-09-28
2021-10-18,Centre,162385,6568,,84044,,2021-09-28
2021-10-18,Perry,46272,2295,,18848,,2021-09-28
2021-10-18,Armstrong,64735,2746,,33525,,2021-09-28
2021-10-18,Philadelphia,1584064,51856,,173891,,2021-09-28
2021-10-18,Indiana,84073,2964,,32728,,2021-09-28
2021-10-18,Butler,187853,7816,,102700,,2021-09-28
2021-10-18,Erie,269728,12197,,138089,,2021-09-28
2021-10-18,Snyder,40372,1067,,15064,,2021-09-28
2021-10-18,Fayette,129274,5915,,61210,,2021-09-28
2021-10-18,Lancaster,545724,20789,,272158,,2021-09-28
2021-10-18,Clarion,38438,1378,,14703,,2021-09-28
2021-10-18,Out-of-State,0,120846,,357924,,2021-09-28
2021-10-18,Northampton,305285,15731,,178550,,2021-09-28
2021-10-18,Mckean,40625,2952,,14990,,2021-09-28
2021-10-18,Dauphin,278299,15554,,142838,,2021-09-28
2021-10-18,Cameron,4447,215,,2173,,2021-09-28
2021-10-18,Lycoming,113299,4412,,51100,,2021-09-28
2021-10-18,Clinton,38632,1323,,15067,,2021-09-28
2021-10-18,Sullivan,6066,485,,2845,,2021-09-28
2021-10-18,Franklin,155027,5149,,57763,,2021-09-28
2021-10-18,Monroe,170271,7796,,83753,,2021-09-28
2021-10-18,Jefferson,43425,1549,,18174,,2021-09-28
2021-10-18,Susquehanna,40328,1187,,14833,,2021-09-28
2021-10-18,Montgomery,830915,64265,,457247,,2021-09-28
2021-10-18,Delaware,566747,37018,,304844,,2021-09-28
2021-10-18,Lawrence,85512,4059,,38077,,2021-09-28
2021-10-18,Chester,524989,38493,,314085,,2021-09-28
2021-10-18,Carbon,64182,2901,,33501,,2021-09-28
2021-10-18,Lebanon,141793,5298,,63179,,2021-09-28
2021-10-18,Bradford,60323,1817,,20655,,2021-09-28
2021-10-18,Crawford,84629,3287,,35481,,2021-09-28
2021-10-18,Washington,206865,11577,,111260,,2021-09-28
2021-10-18,Wayne,51361,2850,,25347,,2021-09-28
2021-10-18,Beaver,163929,7725,,77737,,2021-09-28
2021-10-18,Mercer,109424,4545,,48987,,2021-09-28
2021-10-18,Forest,7247,285,,4770,,2021-09-28
2021-10-18,Fulton,14530,347,,3731,,2021-09-28
2021-10-18,Allegheny,1216045,74417,,728018,,2021-09-28
2021-10-18,Adams,103009,3614,,45127,,2021-09-28
2021-10-18,Bedford,47888,1368,,15481,,2021-09-28
2021-10-18,Warren,39191,2357,,15435,,2021-09-28
2021-10-18,Bucks,628270,42101,,341136,,2021-09-28
2021-10-18,Columbia,64964,2092,,33842,,2021-09-28
2021-10-18,Luzerne,317417,14430,,172539,,2021-09-28
2021-10-18,Elk,29910,1213,,14954,,2021-09-28
2021-10-18,Juniata,24763,560,,8686,,2021-09-28
2021-10-18,York,449058,18057,,215253,,2021-09-28
2021-10-18,Potter,16526,751,,4993,,2021-09-28
2021-10-18,Wyoming,26794,1237,,13900,,2021-09-28
2021-10-18,Venango,50668,2282,,20079,,2021-09-28
2021-10-18,Blair,121829,4610,,52624,,2021-09-28
2021-10-18,Tioga,40591,1541,,15238,,2021-09-28
2021-10-18,Cambria,130192,5460,,61410,,2021-09-28
2021-10-18,Berks,421164,22452,,209859,,2021-09-28
2021-10-18,Montour,18230,668,,12239,,2021-09-28
2021-10-18,Westmoreland,348899,16687,,176172,,2021-09-28
2021-10-18,Mifflin,46138,1265,,19155,,2021-09-28
2021-10-18,Northumberland,90843,2679,,45743,,2021-09-28
2021-10-18,Cumberland,253370,18543,,135618,,2021-09-28
2021-10-18,Huntingdon,45144,1540,,19231,,2021-09-28
2021-10-18,Schuylkill,141359,5830,,72914,,2021-09-28
2021-10-18,Lehigh,369318,19369,,228280,,2021-09-28
2021-10-25,Indiana,84073,3032,,32989,,2021-09-28
2021-10-25,Cameron,4447,203,,2202,,2021-09-28
2021-10-25,Cumberland,253370,19161,,136955,,2021-09-28
2021-10-25,Schuylkill,141359,5809,,73481,,2021-09-28
2021-10-25,Elk,29910,1170,,15103,,2021-09-28
2021-10-25,Greene,36233,1546,,14653,,2021-09-28
2021-10-25,Luzerne,317417,14698,,174048,,2021-09-28
2021-10-25,Lackawanna,209674,10753,,127238,,2021-09-28
2021-10-25,Beaver,163929,8104,,78501,,2021-09-28
2021-10-25,Northampton,305285,15745,,179770,,2021-09-28
2021-10-25,Cambria,130192,5608,,62015,,2021-09-28
2021-10-25,Delaware,566747,38305,,307847,,2021-09-28
2021-10-25,Clinton,38632,1425,,15222,,2021-09-28
2021-10-25,Centre,162385,6986,,84497,,2021-09-28
2021-10-25,Washington,206865,11926,,112271,,2021-09-28
2021-10-25,Mercer,109424,4788,,49431,,2021-09-28
2021-10-25,Berks,421164,22458,,212085,,2021-09-28
2021-10-25,Snyder,40372,1066,,15199,,2021-09-28
2021-10-25,Erie,269728,13192,,139238,,2021-09-28
2021-10-25,Butler,187853,8196,,103460,,2021-09-28
2021-10-25,Out-of-State,0,122383,,359080,,2021-09-28
2021-10-25,Forest,7247,285,,4792,,2021-09-28
2021-10-25,Clarion,38438,1448,,14798,,2021-09-28
2021-10-25,Fayette,129274,6245,,61814,,2021-09-28
2021-10-25,Bedford,47888,1363,,15637,,2021-09-28
2021-10-25,Wayne,51361,2910,,25498,,2021-09-28
2021-10-25,Jefferson,43425,1538,,18349,,2021-09-28
2021-10-25,Philadelphia,1584064,38937,,192794,,2021-09-28
2021-10-25,Carbon,64182,2842,,33794,,2021-09-28
2021-10-25,Huntingdon,45144,1571,,19457,,2021-09-28
2021-10-25,Clearfield,79255,2514,,34463,,2021-09-28
2021-10-25,Northumberland,90843,2627,,46113,,2021-09-28
2021-10-25,Dauphin,278299,15850,,144289,,2021-09-28
2021-10-25,Crawford,84629,3430,,35755,,2021-09-28
2021-10-25,Union,44923,1285,,19326,,2021-09-28
2021-10-25,Sullivan,6066,485,,2866,,2021-09-28
2021-10-25,Pike,55809,4062,,24944,,2021-09-28
2021-10-25,Potter,16526,806,,5062,,2021-09-28
2021-10-25,Lycoming,113299,4516,,51639,,2021-09-28
2021-10-25,Armstrong,64735,2831,,33834,,2021-09-28
2021-10-25,Perry,46272,2298,,19038,,2021-09-28
2021-10-25,Columbia,64964,2070,,34128,,2021-09-28
2021-10-25,Montour,18230,687,,12327,,2021-09-28
2021-10-25,Lancaster,545724,21063,,274433,,2021-09-28
2021-10-25,Fulton,14530,310,,3798,,2021-09-28
2021-10-25,Allegheny,1216045,78591,,732436,,2021-09-28
2021-10-25,Somerset,73447,3114,,30443,,2021-09-28
2021-10-25,Monroe,170271,7836,,84538,,2021-09-28
2021-10-25,Venango,50668,2457,,20298,,2021-09-28
2021-10-25,Bradford,60323,1792,,20915,,2021-09-28
2021-10-25,Tioga,40591,1596,,15390,,2021-09-28
2021-10-25,York,449058,18484,,217426,,2021-09-28
2021-10-25,Bucks,628270,44225,,343824,,2021-09-28
2021-10-25,Montgomery,830915,66691,,460821,,2021-09-28
2021-10-25,Susquehanna,40328,1209,,14940,,2021-09-28
2021-10-25,Mifflin,46138,1228,,19413,,2021-09-28
2021-10-25,Westmoreland,348899,17166,,177476,,2021-09-28
2021-10-25,Chester,524989,40054,,315932,,2021-09-28
2021-10-25,Wyoming,26794,1258,,14041,,2021-09-28
2021-10-25,Mckean,40625,3025,,15210,,2021-09-28
2021-10-25,Lebanon,141793,5459,,63780,,2021-09-28
2021-10-25,Lehigh,369318,19416,,230068,,2021-09-28
2021-10-25,Juniata,24763,565,,8768,,2021-09-28
2021-10-25,Lawrence,85512,4323,,38451,,2021-09-28
2021-10-25,Adams,103009,3682,,45592,,2021-09-28
2021-10-25,Franklin,155027,5284,,58551,,2021-09-28
2021-10-25,Blair,121829,4813,,53010,,2021-09-28
2021-10-25,Warren,39191,2351,,15599,,2021-09-28
2021-11-01,Allegheny,1216045,76177,,736127,,2021-09-28
2021-11-01,Erie,269728,13279,,139929,,2021-09-28
2021-11-01,Venango,50668,2407,,20503,,2021-09-28
2021-11-01,Philadelphia,1584064,40073,,194666,,2021-09-28
2021-11-01,Delaware,566747,38611,,309870,,2021-09-28
2021-11-01,Clearfield,79255,2492,,34670,,2021-09-28
2021-11-01,Potter,16526,776,,5143,,2021-09-28
2021-11-01,Tioga,40591,1591,,15523,,2021-09-28
2021-11-01,Dauphin,278299,15479,,145033,,2021-09-28
2021-11-01,Clarion,38438,1420,,14892,,2021-09-28
2021-11-01,Lancaster,545724,20357,,275361,,2021-09-28
2021-11-01,Pike,55809,4112,,25234,,2021-09-28
2021-11-01,Montour,18230,709,,12377,,2021-09-28
2021-11-01,Bucks,628270,44253,,346090,,2021-09-28
2021-11-01,Mckean,40625,2713,,15570,,2021-09-28
2021-11-01,Out-of-State,0,128094,,361454,,2021-09-28
2021-11-01,Union,44923,1217,,19400,,2021-09-28
2021-11-01,Northampton,305285,14791,,180718,,2021-09-28
2021-11-01,Chester,524989,39646,,317738,,2021-09-28
2021-11-01,Mifflin,46138,1239,,19480,,2021-09-28
2021-11-01,Jefferson,43425,1492,,18433,,2021-09-28
2021-11-01,Franklin,155027,5237,,59009,,2021-09-28
2021-11-01,Mercer,109424,4780,,49641,,2021-09-28
2021-11-01,Butler,187853,8165,,104096,,2021-09-28
2021-11-01,Indiana,84073,3019,,33203,,2021-09-28
2021-11-01,Juniata,24763,571,,8806,,2021-09-28
2021-11-01,Lehigh,369318,18458,,231075,,2021-09-28
2021-11-01,Armstrong,64735,2829,,34141,,2021-09-28
2021-11-01,Fulton,14530,273,,3874,,2021-09-28
2021-11-01,Bedford,47888,1301,,15793,,2021-09-28
2021-11-01,Clinton,38632,1421,,15350,,2021-09-28
2021-11-01,Lycoming,113299,4442,,52011,,2021-09-28
2021-11-01,Berks,421164,21122,,212975,,2021-09-28
2021-11-01,Fayette,129274,6114,,62240,,2021-09-28
2021-11-01,Luzerne,317417,14417,,175107,,2021-09-28
2021-11-01,Perry,46272,2244,,19177,,2021-09-28
2021-11-01,Lebanon,141793,5343,,64172,,2021-09-28
2021-11-01,Carbon,64182,2878,,33935,,2021-09-28
2021-11-01,Bradford,60323,1884,,21089,,2021-09-28
2021-11-01,Washington,206865,11365,,112876,,2021-09-28
2021-11-01,Forest,7247,277,,4801,,2021-09-28
2021-11-01,Westmoreland,348899,16967,,178416,,2021-09-28
2021-11-01,Susquehanna,40328,1221,,15048,,2021-09-28
2021-11-01,Schuylkill,141359,5634,,73772,,2021-09-28
2021-11-01,Elk,29910,1132,,15186,,2021-09-28
2021-11-01,Cambria,130192,5490,,62408,,2021-09-28
2021-11-01,Cameron,4447,180,,2218,,2021-09-28
2021-11-01,Wyoming,26794,1268,,14130,,2021-09-28
2021-11-01,Montgomery,830915,65541,,464488,,2021-09-28
2021-11-01,Cumberland,253370,19179,,137697,,2021-09-28
2021-11-01,Wayne,51361,2966,,25791,,2021-09-28
2021-11-01,Warren,39191,2360,,15737,,2021-09-28
2021-11-01,Centre,162385,7054,,84796,,2021-09-28
2021-11-01,Snyder,40372,965,,15240,,2021-09-28
2021-11-01,York,449058,17986,,218761,,2021-09-28
2021-11-01,Blair,121829,4961,,53321,,2021-09-28
2021-11-01,Somerset,73447,3093,,30635,,2021-09-28
2021-11-01,Beaver,163929,8181,,78934,,2021-09-28
2021-11-01,Northumberland,90843,2557,,46342,,2021-09-28
2021-11-01,Crawford,84629,3370,,35981,,2021-09-28
2021-11-01,Greene,36233,1482,,14764,,2021-09-28
