date_saved,county,county_population,partially_covered,rate_partially_covered,fully_covered,rate_fully_covered,date_updated
2021-06-14,Montgomery,830915,193891,,325760,,2021-04-22
2021-06-14,Forest,7247,293,,4043,,2021-04-22
2021-06-14,Westmoreland,348899,31425,,145885,,2021-04-22
2021-06-14,Berks,421164,42494,,163488,,2021-04-22
2021-06-14,Blair,121829,8151,,42738,,2021-04-22
2021-06-14,Warren,39191,3554,,12752,,2021-04-22
2021-06-14,Somerset,73447,4421,,25442,,2021-04-22
2021-06-14,Pike,55809,5436,,18661,,2021-04-22
2021-06-14,Dauphin,278299,26377,,117340,,2021-04-22
2021-06-14,Elk,29910,1616,,13211,,2021-04-22
2021-06-14,Lebanon,141793,8153,,52099,,2021-04-22
2021-06-14,Lackawanna,209674,17782,,108571,,2021-04-22
2021-06-14,Union,44923,3209,,16029,,2021-04-22
2021-06-14,Carbon,64182,5419,,28014,,2021-04-22
2021-06-14,Chester,524989,152493,,220332,,2021-04-22
2021-06-14,Armstrong,64735,4299,,28047,,2021-04-22
2021-06-14,Centre,162385,11244,,73077,,2021-04-22
2021-06-21,Northampton,305285,48385,,143367,,2021-06-18
2021-06-21,Juniata,24763,1075,,7713,,2021-06-18
2021-06-21,Mckean,40625,8127,,10297,,2021-06-18
2021-06-21,Bedford,47888,1679,,13126,,2021-06-18
2021-06-21,Monroe,170271,12297,,67093,,2021-06-18
2021-06-21,Indiana,84073,4013,,28238,,2021-06-18
2021-06-21,Luzerne,317417,22609,,143534,,2021-06-18
2021-06-21,Lycoming,113299,8475,,43791,,2021-06-18
2021-06-21,Tioga,40591,2670,,12551,,2021-06-18
2021-06-21,Clarion,38438,1628,,12605,,2021-06-18
2021-06-21,Perry,46272,5874,,16330,,2021-06-18
2021-06-21,Lebanon,141793,7355,,53879,,2021-06-18
2021-06-21,Sullivan,6066,1443,,2196,,2021-06-18
2021-06-21,Wyoming,26794,1822,,11847,,2021-06-18
2021-06-21,Mifflin,46138,1905,,16853,,2021-06-18
2021-06-21,Elk,29910,1481,,13473,,2021-06-18
2021-06-21,Wayne,51361,3883,,22122,,2021-06-18
2021-06-21,Berks,421164,39919,,170624,,2021-06-18
2021-06-21,Armstrong,64735,4047,,28651,,2021-06-18
2021-06-21,Pike,55809,4890,,19656,,2021-06-18
2021-06-21,Bradford,60323,2236,,17077,,2021-06-18
2021-06-21,Fayette,129274,6757,,53191,,2021-06-18
2021-06-21,Allegheny,1216045,180382,,611619,,2021-06-18
2021-06-21,Potter,16526,1245,,3843,,2021-06-18
2021-06-21,Carbon,64182,4709,,29204,,2021-06-18
2021-06-21,Butler,187853,11218,,88620,,2021-06-18
2021-06-21,Huntingdon,45144,1641,,16082,,2021-06-18
2021-06-21,Centre,162385,10783,,74835,,2021-06-18
2021-06-21,Cumberland,253370,38982,,113823,,2021-06-18
2021-06-21,Clinton,38632,2807,,12477,,2021-06-18
2021-06-21,Lackawanna,209674,16060,,112055,,2021-06-18
2021-06-21,Northumberland,90843,5218,,38663,,2021-06-18
2021-06-21,Columbia,64964,3275,,29131,,2021-06-18
2021-06-21,Lancaster,545724,32196,,242921,,2021-06-18
2021-06-21,Warren,39191,3354,,13126,,2021-06-18
2021-06-21,Venango,50668,3198,,16839,,2021-06-18
2021-06-21,Beaver,163929,11136,,66272,,2021-06-18
2021-06-21,Clearfield,79255,3220,,29735,,2021-06-18
2021-06-21,Philadelphia,1584064,39629,,95671,,2021-06-18
2021-06-21,Jefferson,43425,2048,,16158,,2021-06-18
2021-06-21,Lawrence,85512,4728,,31415,,2021-06-18
2021-06-21,Out-of-State,0,116588,,313175,,2021-06-18
2021-06-21,Mercer,109424,5561,,41766,,2021-06-18
2021-06-21,York,449058,27640,,184246,,2021-06-18
2021-06-21,Union,44923,2999,,16489,,2021-06-18
2021-06-21,Blair,121829,7416,,44007,,2021-06-18
2021-06-21,Franklin,155027,5772,,48577,,2021-06-18
2021-06-21,Schuylkill,141359,12743,,61938,,2021-06-18
2021-06-21,Erie,269728,17766,,119163,,2021-06-18
2021-06-21,Washington,206865,24466,,94552,,2021-06-18
2021-06-21,Forest,7247,295,,4124,,2021-06-18
2021-06-21,Montgomery,830915,186981,,339193,,2021-06-18
2021-06-21,Snyder,40372,3385,,12887,,2021-06-18
2021-06-21,Delaware,566747,51293,,253239,,2021-06-18
2021-06-21,Fulton,14530,266,,3161,,2021-06-18
2021-06-21,Lehigh,369318,44733,,186856,,2021-06-18
2021-06-21,Montour,18230,919,,10711,,2021-06-18
2021-06-21,Greene,36233,2396,,12179,,2021-06-18
2021-06-21,Susquehanna,40328,1509,,13031,,2021-06-18
2021-06-21,Crawford,84629,3600,,30948,,2021-06-18
2021-06-21,Somerset,73447,4216,,25983,,2021-06-18
2021-06-21,Cambria,130192,6541,,52927,,2021-06-18
2021-06-21,Dauphin,278299,24251,,122452,,2021-06-18
2021-06-21,Adams,103009,5534,,37801,,2021-06-18
2021-06-21,Cameron,4447,241,,1969,,2021-06-18
2021-06-21,Bucks,628270,70241,,278872,,2021-06-18
2021-06-21,Chester,524989,149382,,229454,,2021-06-18
2021-06-21,Westmoreland,348899,29664,,149530,,2021-06-18
2021-06-28,Potter,16526,1145,,4004,,2021-06-18
2021-06-28,Lancaster,545724,30879,,248128,,2021-06-18
2021-06-28,Clinton,38632,2737,,12692,,2021-06-18
2021-06-28,Jefferson,43425,1950,,16384,,2021-06-18
2021-06-28,Lycoming,113299,8286,,44558,,2021-06-18
2021-06-28,Mercer,109424,5407,,43375,,2021-06-18
2021-06-28,Juniata,24763,1079,,7811,,2021-06-18
2021-06-28,Cambria,130192,6126,,53857,,2021-06-18
2021-06-28,Schuylkill,141359,12395,,63205,,2021-06-18
2021-06-28,Northumberland,90843,4971,,39466,,2021-06-18
2021-06-28,Lehigh,369318,42543,,191929,,2021-06-18
2021-06-28,Luzerne,317417,21713,,146503,,2021-06-18
2021-06-28,Mckean,40625,8032,,10510,,2021-06-18
2021-06-28,Erie,269728,17127,,121190,,2021-06-18
2021-06-28,Monroe,170271,11560,,69052,,2021-06-18
2021-06-28,Lebanon,141793,6993,,55004,,2021-06-18
2021-06-28,Fayette,129274,6416,,54074,,2021-06-18
2021-06-28,Elk,29910,1470,,13593,,2021-06-18
2021-06-28,Sullivan,6066,1381,,2236,,2021-06-18
2021-06-28,Lackawanna,209674,15701,,113925,,2021-06-18
2021-06-28,Allegheny,1216045,174379,,623486,,2021-06-18
2021-06-28,Forest,7247,289,,4157,,2021-06-18
2021-06-28,Clearfield,79255,3182,,30147,,2021-06-18
2021-06-28,Cumberland,253370,38382,,116317,,2021-06-18
2021-06-28,Washington,206865,24674,,96883,,2021-06-18
2021-06-28,Bedford,47888,1560,,13373,,2021-06-18
2021-06-28,Tioga,40591,2587,,12785,,2021-06-18
2021-06-28,Centre,162385,10525,,75767,,2021-06-18
2021-06-28,Warren,39191,3300,,13400,,2021-06-18
2021-06-28,Franklin,155027,5396,,49674,,2021-06-18
2021-06-28,Somerset,73447,4060,,26392,,2021-06-18
2021-06-28,Snyder,40372,3312,,13169,,2021-06-18
2021-06-28,Philadelphia,1584064,39052,,99362,,2021-06-18
2021-06-28,Butler,187853,10504,,90149,,2021-06-18
2021-06-28,Wyoming,26794,1772,,12085,,2021-06-18
2021-06-28,Cameron,4447,242,,1985,,2021-06-18
2021-06-28,Northampton,305285,46796,,146584,,2021-06-18
2021-06-28,Mifflin,46138,1840,,17137,,2021-06-18
2021-06-28,Wayne,51361,3831,,22567,,2021-06-18
2021-06-28,Crawford,84629,3267,,31583,,2021-06-18
2021-06-28,Lawrence,85512,4568,,31934,,2021-06-18
2021-06-28,Westmoreland,348899,28343,,153732,,2021-06-18
2021-06-28,Out-of-State,0,116451,,317683,,2021-06-18
2021-06-28,Delaware,566747,49825,,258149,,2021-06-18
2021-06-28,Blair,121829,6958,,44906,,2021-06-18
2021-06-28,Adams,103009,5274,,38602,,2021-06-18
2021-06-28,Huntingdon,45144,1553,,16399,,2021-06-18
2021-06-28,Clarion,38438,1562,,12793,,2021-06-18
2021-06-28,Union,44923,2940,,16768,,2021-06-18
2021-06-28,Venango,50668,3159,,17051,,2021-06-18
2021-06-28,Chester,524989,147298,,235770,,2021-06-18
2021-06-28,Montgomery,830915,183266,,348233,,2021-06-18
2021-06-28,Carbon,64182,4578,,29750,,2021-06-18
2021-06-28,Columbia,64964,2913,,29864,,2021-06-18
2021-06-28,Indiana,84073,3717,,28885,,2021-06-18
2021-06-28,Bradford,60323,2170,,17379,,2021-06-18
2021-06-28,Armstrong,64735,3832,,29159,,2021-06-18
2021-06-28,Fulton,14530,233,,3223,,2021-06-18
2021-06-28,York,449058,26469,,188591,,2021-06-18
2021-06-28,Susquehanna,40328,1462,,13195,,2021-06-18
2021-06-28,Perry,46272,5797,,16703,,2021-06-18
2021-06-28,Montour,18230,820,,10915,,2021-06-18
2021-06-28,Greene,36233,2225,,12500,,2021-06-18
2021-06-28,Berks,421164,38790,,175457,,2021-06-18
2021-06-28,Beaver,163929,10762,,67942,,2021-06-18
2021-06-28,Bucks,628270,67722,,285485,,2021-06-18
2021-06-28,Dauphin,278299,23722,,124979,,2021-06-18
2021-06-28,Pike,55809,4659,,20278,,2021-06-18
2021-07-05,Crawford,84629,3223,,31832,,2021-06-18
2021-07-05,Lackawanna,209674,15220,,115388,,2021-06-18
2021-07-05,Bradford,60323,2103,,17562,,2021-06-18
2021-07-05,Chester,524989,145976,,239285,,2021-06-18
2021-07-05,Clearfield,79255,3037,,30429,,2021-06-18
2021-07-05,Warren,39191,3266,,13516,,2021-06-18
2021-07-05,Union,44923,2734,,17111,,2021-06-18
2021-07-05,Franklin,155027,5283,,50288,,2021-06-18
2021-07-05,Susquehanna,40328,1423,,13318,,2021-06-18
2021-07-05,Northumberland,90843,4740,,40063,,2021-06-18
2021-07-05,Beaver,163929,10612,,68576,,2021-06-18
2021-07-05,Armstrong,64735,3819,,29356,,2021-06-18
2021-07-05,Venango,50668,3191,,17162,,2021-06-18
2021-07-05,Clinton,38632,2693,,12834,,2021-06-18
2021-07-05,Lehigh,369318,41863,,194630,,2021-06-18
2021-07-05,Erie,269728,16919,,122262,,2021-06-18
2021-07-05,Fayette,129274,6358,,54448,,2021-06-18
2021-07-05,Luzerne,317417,21225,,148172,,2021-06-18
2021-07-05,Jefferson,43425,1915,,16497,,2021-06-18
2021-07-05,Blair,121829,6900,,45283,,2021-06-18
2021-07-05,Lebanon,141793,6870,,55644,,2021-06-18
2021-07-05,Tioga,40591,2625,,12884,,2021-06-18
2021-07-05,Delaware,566747,49279,,261005,,2021-06-18
2021-07-05,Elk,29910,1455,,13698,,2021-06-18
2021-07-05,Wyoming,26794,1729,,12242,,2021-06-18
2021-07-05,Juniata,24763,1023,,7916,,2021-06-18
2021-07-05,Clarion,38438,1561,,12853,,2021-06-18
2021-07-05,Schuylkill,141359,12213,,63981,,2021-06-18
2021-07-05,Bedford,47888,1517,,13476,,2021-06-18
2021-07-05,Monroe,170271,11410,,69946,,2021-06-18
2021-07-05,Carbon,64182,4577,,30080,,2021-06-18
2021-07-05,Huntingdon,45144,1516,,16584,,2021-06-18
2021-07-05,Lycoming,113299,8273,,44959,,2021-06-18
2021-07-05,Pike,55809,4593,,20551,,2021-06-18
2021-07-05,Fulton,14530,224,,3248,,2021-06-18
2021-07-05,Snyder,40372,3164,,13434,,2021-06-18
2021-07-05,Mercer,109424,5472,,44771,,2021-06-18
2021-07-05,Montgomery,830915,180691,,353420,,2021-06-18
2021-07-05,Potter,16526,1122,,4056,,2021-06-18
2021-07-05,Forest,7247,291,,4160,,2021-06-18
2021-07-05,Columbia,64964,2867,,30135,,2021-06-18
2021-07-05,Butler,187853,10234,,90859,,2021-06-18
2021-07-05,Bucks,628270,66706,,289143,,2021-06-18
2021-07-05,Northampton,305285,46200,,148315,,2021-06-18
2021-07-05,Dauphin,278299,23625,,126350,,2021-06-18
2021-07-05,Somerset,73447,4021,,26659,,2021-06-18
2021-07-05,Wayne,51361,3806,,22815,,2021-06-18
2021-07-05,Berks,421164,38368,,178090,,2021-06-18
2021-07-05,Out-of-State,0,116293,,320208,,2021-06-18
2021-07-05,York,449058,25801,,190873,,2021-06-18
2021-07-05,Philadelphia,1584064,38606,,101736,,2021-06-18
2021-07-05,Cameron,4447,254,,2000,,2021-06-18
2021-07-05,Lancaster,545724,30247,,251293,,2021-06-18
2021-07-05,Mifflin,46138,1826,,17265,,2021-06-18
2021-07-05,Perry,46272,5760,,16912,,2021-06-18
2021-07-05,Indiana,84073,3610,,29169,,2021-06-18
2021-07-05,Washington,206865,24425,,97894,,2021-06-18
2021-07-05,Greene,36233,2119,,12674,,2021-06-18
2021-07-05,Sullivan,6066,1363,,2256,,2021-06-18
2021-07-05,Adams,103009,5150,,39040,,2021-06-18
2021-07-05,Centre,162385,10299,,76438,,2021-06-18
2021-07-05,Cumberland,253370,38118,,117827,,2021-06-18
2021-07-05,Cambria,130192,6056,,54352,,2021-06-18
2021-07-05,Montour,18230,803,,10995,,2021-06-18
2021-07-05,Mckean,40625,8024,,10582,,2021-06-18
2021-07-05,Westmoreland,348899,27809,,155451,,2021-06-18
2021-07-05,Lawrence,85512,4459,,32249,,2021-06-18
2021-07-05,Allegheny,1216045,171439,,629734,,2021-06-18
2021-07-12,Fulton,14530,219,,3282,,2021-07-10
2021-07-12,Adams,103009,5071,,39510,,2021-07-10
2021-07-12,Philadelphia,1584064,38096,,103776,,2021-07-10
2021-07-12,Clearfield,79255,2959,,30778,,2021-07-10
2021-07-12,Luzerne,317417,20700,,150054,,2021-07-10
2021-07-12,Franklin,155027,5157,,51043,,2021-07-10
2021-07-12,Indiana,84073,3623,,29407,,2021-07-10
2021-07-12,Allegheny,1216045,168441,,635833,,2021-07-10
2021-07-12,Cumberland,253370,37758,,119376,,2021-07-10
2021-07-12,Jefferson,43425,1879,,16662,,2021-07-10
2021-07-12,Lehigh,369318,40938,,197398,,2021-07-10
2021-07-12,Cameron,4447,244,,2017,,2021-07-10
2021-07-12,Westmoreland,348899,27188,,157022,,2021-07-10
2021-07-12,Dauphin,278299,23338,,128086,,2021-07-10
2021-07-12,Beaver,163929,10480,,69263,,2021-07-10
2021-07-12,Washington,206865,24229,,98705,,2021-07-10
2021-07-12,Union,44923,2675,,17314,,2021-07-10
2021-07-12,Susquehanna,40328,1402,,13443,,2021-07-10
2021-07-12,Lawrence,85512,4359,,32563,,2021-07-10
2021-07-12,Berks,421164,37680,,181081,,2021-07-10
2021-07-12,Juniata,24763,947,,8072,,2021-07-10
2021-07-12,Sullivan,6066,1335,,2275,,2021-07-10
2021-07-12,Lebanon,141793,6738,,56407,,2021-07-10
2021-07-12,Centre,162385,10208,,77138,,2021-07-10
2021-07-12,Erie,269728,16642,,123381,,2021-07-10
2021-07-12,Schuylkill,141359,11913,,64760,,2021-07-10
2021-07-12,Columbia,64964,2795,,30427,,2021-07-10
2021-07-12,Greene,36233,2104,,12769,,2021-07-10
2021-07-12,York,449058,24883,,193776,,2021-07-10
2021-07-12,Potter,16526,1130,,4089,,2021-07-10
2021-07-12,Clinton,38632,2644,,12949,,2021-07-10
2021-07-12,Warren,39191,3225,,13650,,2021-07-10
2021-07-12,Clarion,38438,1534,,12951,,2021-07-10
2021-07-12,Chester,524989,145078,,242338,,2021-07-10
2021-07-12,Elk,29910,1437,,13794,,2021-07-10
2021-07-12,Wyoming,26794,1673,,12443,,2021-07-10
2021-07-12,Bradford,60323,2016,,17766,,2021-07-10
2021-07-12,Montgomery,830915,177301,,358821,,2021-07-10
2021-07-12,Huntingdon,45144,1516,,16711,,2021-07-10
2021-07-12,Lycoming,113299,8150,,45416,,2021-07-10
2021-07-12,Bucks,628270,66027,,292533,,2021-07-10
2021-07-12,Mifflin,46138,1644,,17665,,2021-07-10
2021-07-12,Mercer,109424,5469,,46052,,2021-07-10
2021-07-12,Lancaster,545724,30485,,254135,,2021-07-10
2021-07-12,Cambria,130192,5960,,54817,,2021-07-10
2021-07-12,Butler,187853,9956,,91612,,2021-07-10
2021-07-12,Forest,7247,290,,4180,,2021-07-10
2021-07-12,Wayne,51361,3759,,23108,,2021-07-10
2021-07-12,Montour,18230,778,,11067,,2021-07-10
2021-07-12,Carbon,64182,4472,,30457,,2021-07-10
2021-07-12,Snyder,40372,3103,,13626,,2021-07-10
2021-07-12,Crawford,84629,3191,,32112,,2021-07-10
2021-07-12,Out-of-State,0,116063,,323360,,2021-07-10
2021-07-12,Venango,50668,3151,,17314,,2021-07-10
2021-07-12,Northampton,305285,45342,,150402,,2021-07-10
2021-07-12,Armstrong,64735,3723,,29596,,2021-07-10
2021-07-12,Bedford,47888,1462,,13604,,2021-07-10
2021-07-12,Pike,55809,4592,,20788,,2021-07-10
2021-07-12,Northumberland,90843,4576,,40550,,2021-07-10
2021-07-12,Delaware,566747,48436,,263988,,2021-07-10
2021-07-12,Mckean,40625,7996,,10697,,2021-07-10
2021-07-12,Monroe,170271,11138,,71019,,2021-07-10
2021-07-12,Perry,46272,5651,,17183,,2021-07-10
2021-07-12,Lackawanna,209674,14875,,117266,,2021-07-10
2021-07-12,Tioga,40591,2608,,12985,,2021-07-10
2021-07-12,Somerset,73447,4028,,26832,,2021-07-10
2021-07-12,Blair,121829,6728,,45721,,2021-07-10
2021-07-12,Fayette,129274,6278,,54812,,2021-07-10
2021-07-19,Monroe,170271,7564,,71104,,2021-07-10
2021-07-19,Clearfield,79255,2043,,30522,,2021-07-10
2021-07-19,York,449058,14129,,188130,,2021-07-10
2021-07-19,Lycoming,113299,3870,,44355,,2021-07-10
2021-07-19,Northampton,305285,15355,,158448,,2021-07-10
2021-07-19,Cambria,130192,4358,,54522,,2021-07-10
2021-07-19,Blair,121829,3847,,47113,,2021-07-10
2021-07-19,Westmoreland,348899,13126,,156360,,2021-07-10
2021-07-19,Beaver,163929,6446,,67627,,2021-07-10
2021-07-19,Adams,103009,2806,,39338,,2021-07-10
2021-07-19,Northumberland,90843,2530,,39507,,2021-07-10
2021-07-19,Mifflin,46138,1004,,16706,,2021-07-10
2021-07-19,Franklin,155027,3616,,49089,,2021-07-10
2021-07-19,Huntingdon,45144,1083,,16645,,2021-07-10
2021-07-19,Elk,29910,1056,,13595,,2021-07-10
2021-07-19,Lebanon,141793,4368,,55325,,2021-07-10
2021-07-19,Jefferson,43425,1256,,16388,,2021-07-10
2021-07-19,Cameron,4447,181,,1943,,2021-07-10
2021-07-19,Lehigh,369318,17629,,200872,,2021-07-10
2021-07-19,Erie,269728,9510,,124157,,2021-07-10
2021-07-19,Mercer,109424,3251,,43890,,2021-07-10
2021-07-19,Butler,187853,5898,,92672,,2021-07-10
2021-07-19,Dauphin,278299,13948,,124115,,2021-07-10
2021-07-19,Potter,16526,627,,4318,,2021-07-10
2021-07-19,Bucks,628270,36904,,299474,,2021-07-10
2021-07-19,Lawrence,85512,2920,,32801,,2021-07-10
2021-07-19,Montgomery,830915,54847,,408593,,2021-07-10
2021-07-19,Lancaster,545724,17665,,242806,,2021-07-10
2021-07-19,Indiana,84073,2521,,28954,,2021-07-10
2021-07-19,Snyder,40372,1130,,13240,,2021-07-10
2021-07-19,Susquehanna,40328,1008,,13310,,2021-07-10
2021-07-19,Columbia,64964,1844,,30216,,2021-07-10
2021-07-19,Schuylkill,141359,5247,,63978,,2021-07-10
2021-07-19,Chester,524989,36075,,283571,,2021-07-10
2021-07-19,Tioga,40591,1527,,13389,,2021-07-10
2021-07-19,Wyoming,26794,1113,,12229,,2021-07-10
2021-07-19,Montour,18230,567,,11058,,2021-07-10
2021-07-19,Clinton,38632,1191,,13211,,2021-07-10
2021-07-19,Bedford,47888,1040,,13799,,2021-07-10
2021-07-19,Crawford,84629,2213,,31893,,2021-07-10
2021-07-19,Bradford,60323,1502,,17855,,2021-07-10
2021-07-19,Lackawanna,209674,9487,,113588,,2021-07-10
2021-07-19,Luzerne,317417,12264,,152427,,2021-07-10
2021-07-19,Sullivan,6066,463,,2567,,2021-07-10
2021-07-19,Pike,55809,3279,,21769,,2021-07-10
2021-07-19,Clarion,38438,1134,,12961,,2021-07-10
2021-07-19,Venango,50668,1749,,17731,,2021-07-10
2021-07-19,Perry,46272,2097,,16517,,2021-07-10
2021-07-19,Out-of-State,0,97681,,329356,,2021-07-10
2021-07-19,Fulton,14530,171,,3301,,2021-07-10
2021-07-19,Mckean,40625,2837,,13215,,2021-07-10
2021-07-19,Juniata,24763,510,,7688,,2021-07-10
2021-07-19,Washington,206865,9173,,99555,,2021-07-10
2021-07-19,Forest,7247,190,,4201,,2021-07-10
2021-07-19,Philadelphia,1584064,30052,,109310,,2021-07-10
2021-07-19,Union,44923,1451,,16733,,2021-07-10
2021-07-19,Centre,162385,5228,,76900,,2021-07-10
2021-07-19,Wayne,51361,2607,,22537,,2021-07-10
2021-07-19,Cumberland,253370,16736,,118357,,2021-07-10
2021-07-19,Allegheny,1216045,61259,,664060,,2021-07-10
2021-07-19,Greene,36233,1107,,12983,,2021-07-10
2021-07-19,Warren,39191,2068,,13738,,2021-07-10
2021-07-19,Delaware,566747,30089,,269939,,2021-07-10
2021-07-19,Fayette,129274,3904,,53933,,2021-07-10
2021-07-19,Berks,421164,21825,,179909,,2021-07-10
2021-07-19,Somerset,73447,2596,,26669,,2021-07-10
2021-07-19,Carbon,64182,2765,,29554,,2021-07-10
2021-07-19,Armstrong,64735,2154,,29909,,2021-07-10
2021-07-26,Wyoming,26794,1111,,12363,,2021-07-10
2021-07-26,Crawford,84629,2266,,32120,,2021-07-10
2021-07-26,Lawrence,85512,3038,,33380,,2021-07-10
2021-07-26,Venango,50668,1787,,17865,,2021-07-10
2021-07-26,Berks,421164,20799,,183666,,2021-07-10
2021-07-26,Centre,162385,5357,,77324,,2021-07-10
2021-07-26,Washington,206865,9408,,100193,,2021-07-10
2021-07-26,Columbia,64964,1813,,30510,,2021-07-10
2021-07-26,Carbon,64182,2741,,29874,,2021-07-10
2021-07-26,Snyder,40372,1168,,13328,,2021-07-10
2021-07-26,Clinton,38632,1121,,13426,,2021-07-10
2021-07-26,Luzerne,317417,12471,,154029,,2021-07-10
2021-07-26,Lackawanna,209674,9636,,114571,,2021-07-10
2021-07-26,Mckean,40625,2869,,13299,,2021-07-10
2021-07-26,Lebanon,141793,4315,,56098,,2021-07-10
2021-07-26,Lehigh,369318,17439,,203575,,2021-07-10
2021-07-26,Northampton,305285,14881,,160652,,2021-07-10
2021-07-26,Wayne,51361,2671,,22769,,2021-07-10
2021-07-26,Cameron,4447,198,,1954,,2021-07-10
2021-07-26,Northumberland,90843,2624,,39834,,2021-07-10
2021-07-26,Erie,269728,9328,,125444,,2021-07-10
2021-07-26,Beaver,163929,6566,,68255,,2021-07-10
2021-07-26,Montgomery,830915,55596,,412079,,2021-07-10
2021-07-26,Lancaster,545724,18206,,245019,,2021-07-10
2021-07-26,Clearfield,79255,2132,,30700,,2021-07-10
2021-07-26,Lycoming,113299,3785,,45028,,2021-07-10
2021-07-26,Schuylkill,141359,5334,,64603,,2021-07-10
2021-07-26,Mercer,109424,3336,,44229,,2021-07-10
2021-07-26,Indiana,84073,2549,,29189,,2021-07-10
2021-07-26,Chester,524989,36379,,285916,,2021-07-10
2021-07-26,Pike,55809,3326,,21981,,2021-07-10
2021-07-26,Juniata,24763,516,,7753,,2021-07-10
2021-07-26,Greene,36233,1137,,13045,,2021-07-10
2021-07-26,Out-of-State,0,98709,,332059,,2021-07-10
2021-07-26,Cambria,130192,4484,,54947,,2021-07-10
2021-07-26,Montour,18230,574,,11129,,2021-07-10
2021-07-26,Armstrong,64735,2166,,30149,,2021-07-10
2021-07-26,Adams,103009,2913,,39726,,2021-07-10
2021-07-26,Tioga,40591,1330,,13749,,2021-07-10
2021-07-26,Philadelphia,1584064,30730,,111235,,2021-07-10
2021-07-26,Bedford,47888,1076,,13905,,2021-07-10
2021-07-26,Westmoreland,348899,13502,,157341,,2021-07-10
2021-07-26,Butler,187853,6113,,93307,,2021-07-10
2021-07-26,York,449058,14576,,190092,,2021-07-10
2021-07-26,Potter,16526,626,,4372,,2021-07-10
2021-07-26,Somerset,73447,2627,,26886,,2021-07-10
2021-07-26,Clarion,38438,1129,,13070,,2021-07-10
2021-07-26,Mifflin,46138,1052,,16828,,2021-07-10
2021-07-26,Susquehanna,40328,1029,,13415,,2021-07-10
2021-07-26,Monroe,170271,7681,,71964,,2021-07-10
2021-07-26,Elk,29910,1072,,13688,,2021-07-10
2021-07-26,Bucks,628270,37588,,302220,,2021-07-10
2021-07-26,Warren,39191,2106,,13820,,2021-07-10
2021-07-26,Fulton,14530,187,,3324,,2021-07-10
2021-07-26,Franklin,155027,3774,,49655,,2021-07-10
2021-07-26,Blair,121829,3885,,47507,,2021-07-10
2021-07-26,Forest,7247,182,,4227,,2021-07-10
2021-07-26,Jefferson,43425,1314,,16461,,2021-07-10
2021-07-26,Bradford,60323,1587,,18006,,2021-07-10
2021-07-26,Sullivan,6066,471,,2585,,2021-07-10
2021-07-26,Fayette,129274,4013,,54344,,2021-07-10
2021-07-26,Dauphin,278299,13174,,126635,,2021-07-10
2021-07-26,Cumberland,253370,16580,,119878,,2021-07-10
2021-07-26,Delaware,566747,30743,,272424,,2021-07-10
2021-07-26,Perry,46272,2078,,16725,,2021-07-10
2021-07-26,Allegheny,1216045,61605,,669100,,2021-07-10
2021-07-26,Huntingdon,45144,1151,,16829,,2021-07-10
2021-07-26,Union,44923,1471,,16864,,2021-07-10
2021-07-27,Berks,421164,21029,,184010,,2021-07-10
2021-07-27,Monroe,170271,7810,,72106,,2021-07-10
2021-07-27,Lackawanna,209674,9726,,114689,,2021-07-10
2021-07-27,Westmoreland,348899,13607,,157523,,2021-07-10
2021-07-27,Lancaster,545724,18364,,245412,,2021-07-10
2021-07-27,Bucks,628270,37937,,302674,,2021-07-10
2021-07-27,Mifflin,46138,1071,,16844,,2021-07-10
2021-07-27,Bradford,60323,1616,,18030,,2021-07-10
2021-07-27,York,449058,14749,,190455,,2021-07-10
2021-07-27,Cameron,4447,202,,1955,,2021-07-10
2021-07-27,Indiana,84073,2574,,29239,,2021-07-10
2021-07-27,Bedford,47888,1095,,13912,,2021-07-10
2021-07-27,Union,44923,1494,,16880,,2021-07-10
2021-07-27,Fayette,129274,4065,,54410,,2021-07-10
2021-07-27,Erie,269728,9392,,125587,,2021-07-10
2021-07-27,Cambria,130192,4530,,55002,,2021-07-10
2021-07-27,Clarion,38438,1143,,13075,,2021-07-10
2021-07-27,Pike,55809,3365,,22017,,2021-07-10
2021-07-27,Centre,162385,5426,,77394,,2021-07-10
2021-07-27,Luzerne,317417,12629,,154240,,2021-07-10
2021-07-27,Butler,187853,6205,,93427,,2021-07-10
2021-07-27,Susquehanna,40328,1042,,13424,,2021-07-10
2021-07-27,Warren,39191,2114,,13834,,2021-07-10
2021-07-27,Somerset,73447,2644,,26916,,2021-07-10
2021-07-27,Jefferson,43425,1330,,16478,,2021-07-10
2021-07-27,Fulton,14530,191,,3327,,2021-07-10
2021-07-27,Allegheny,1216045,62089,,669855,,2021-07-10
2021-07-27,Potter,16526,627,,4378,,2021-07-10
2021-07-27,Northumberland,90843,2693,,39878,,2021-07-10
2021-07-27,Sullivan,6066,473,,2587,,2021-07-10
2021-07-27,Huntingdon,45144,1151,,16851,,2021-07-10
2021-07-27,Clinton,38632,1138,,13437,,2021-07-10
2021-07-27,Lawrence,85512,3079,,33505,,2021-07-10
2021-07-27,Snyder,40372,1193,,13353,,2021-07-10
2021-07-27,Beaver,163929,6629,,68369,,2021-07-10
2021-07-27,Wyoming,26794,1138,,12375,,2021-07-10
2021-07-27,Wayne,51361,2717,,22792,,2021-07-10
2021-07-27,Franklin,155027,3862,,49754,,2021-07-10
2021-07-27,Juniata,24763,528,,7767,,2021-07-10
